"Query","Entrez","Symbol","Name","Comment"
"Kmt2e","NA","NA","NA","0"
"Draxin","NA","NA","NA","0"
"Agtrap","11610","Agtrap","angiotensin II, type I receptor-associated protein","1"
"Mthfr","17769","Mthfr","5,10-methylenetetrahydrofolate reductase","1"
"Orc5","26429","Orc5","origin recognition complex, subunit 5","1"
"Dnajc2","22791","Dnajc2","DnaJ (Hsp40) homolog, subfamily C, member 2","1"
"Slc26a5","80979","Slc26a5","solute carrier family 26, member 5","1"
"Clcn6","26372","Clcn6","chloride channel 6","1"
"Pmpcb","73078","Pmpcb","peptidase (mitochondrial processing) beta","1"
"Nppb","18158","Nppb","natriuretic peptide type B","1"
"Mfn2","170731","Mfn2","mitofusin 2","1"
"Miip","28010","Miip","migration and invasion inhibitory protein","1"
"Trp73","22062","Trp73","transformation related protein 73","1"
"Dffb","13368","Dffb","DNA fragmentation factor, beta subunit","1"
"Lrrc47","72946","Lrrc47","leucine rich repeat containing 47","1"
"Wrap73","NA","NA","NA","0"
"Tprgl","67808","Tprgl","transformation related protein 63 regulated like","1"
"Arhgef16","230972","Arhgef16","Rho guanine nucleotide exchange factor (GEF) 16","1"
"Acap3","140500","Acap3","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3","1"
"Cpsf3l","71957","Cpsf3l","cleavage and polyadenylation specific factor 3-like","1"
"Atad3a","108888","Atad3a","ATPase family, AAA domain containing 3A","1"
"Ssu72","68991","Ssu72","Ssu72 RNA polymerase II CTD phosphatase homolog (yeast)","1"
"Pex10","668173","Pex10","peroxisomal biogenesis factor 10","1"
"Rer1","67830","Rer1","RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)","1"
"Morn1","76866","Morn1","MORN repeat containing 1","1"
"Ski","20481","Ski","ski sarcoma viral oncogene homolog (avian)","1"
"Prkcz","18762","Prkcz","protein kinase C, zeta","1"
"Gabrd","14403","Gabrd","gamma-aminobutyric acid (GABA) A receptor, subunit delta","1"
"Plch2","269615","Plch2","phospholipase C, eta 2","1"
"Pank4","269614","Pank4","pantothenate kinase 4","1"
"Fam213b","NA","NA","NA","0"
"Mib2","76580","Mib2","mindbomb homolog 2 (Drosophila)","1"
"Mmp23","26561","Mmp23","matrix metallopeptidase 23","1"
"Cdk11b","12537","Cdk11b","cyclin-dependent kinase 11B","1"
"Nadk","192185","Nadk","NAD kinase","1"
"Gnb1","14688","Gnb1","guanine nucleotide binding protein (G protein), beta 1","1"
"Mrpl20","66448","Mrpl20","mitochondrial ribosomal protein L20","1"
"Ccnl2","56036","Ccnl2","cyclin L2","1"
"Mxra8","74761","Mxra8","matrix-remodelling associated 8","1"
"Dvl1","13542","Dvl1","dishevelled, dsh homolog 1 (Drosophila)","1"
"Tas1r3","83771","Tas1r3","taste receptor, type 1, member 3","1"
"Cptp","NA","NA","NA","0"
"Ttll10","330010","Ttll10","tubulin tyrosine ligase-like family, member 10","1"
"Tnfrsf4","22163","Tnfrsf4","tumor necrosis factor receptor superfamily, member 4","1"
"Sdf4","20318","Sdf4","stromal cell derived factor 4","1"
"Bst1","12182","Bst1","bone marrow stromal cell antigen 1","1"
"Cd38","12494","Cd38","CD38 antigen","1"
"Prom1","19126","Prom1","prominin 1","1"
"Kcnip4","80334","Kcnip4","Kv channel interacting protein 4","1"
"Pacrgl","66768","Pacrgl","PARK2 co-regulated-like","1"
"Adgra3","NA","NA","NA","0"
"Sorcs2","81840","Sorcs2","sortilin-related VPS10 domain containing receptor 2","1"
"Afap1","70292","Afap1","actin filament associated protein 1","1"
"Ablim2","231148","Ablim2","actin-binding LIM protein 2","1"
"Htra3","78558","Htra3","HtrA serine peptidase 3","1"
"Trmt44","NA","NA","NA","0"
"Acox3","80911","Acox3","acyl-Coenzyme A oxidase 3, pristanoyl","1"
"Rgs12","71729","Rgs12","regulator of G-protein signaling 12","1"
"Hgfac","54426","Hgfac","hepatocyte growth factor activator","1"
"Lrpap1","16976","Lrpap1","low density lipoprotein receptor-related protein associated protein 1","1"
"Htt","15194","Htt","huntingtin","1"
"Add1","11518","Add1","adducin 1 (alpha)","1"
"Pcdh7","54216","Pcdh7","protocadherin 7","1"
"Rnf4","19822","Rnf4","ring finger protein 4","1"
"Nelfa","NA","NA","NA","0"
"Nkx1-1","672284","Nkx1-1","NK1 transcription factor related, locus 1 (Drosophila)","1"
"Man2b2","17160","Man2b2","mannosidase 2, alpha B2","1"
"Ppp2r2c","269643","Ppp2r2c","protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), gamma isoform","1"
"Crmp1","12933","Crmp1","collapsin response mediator protein 1","1"
"Evc","59056","Evc","Ellis van Creveld gene homolog (human)","1"
"Stk32b","64293","Stk32b","serine/threonine kinase 32B","1"
"Stx18","71116","Stx18","syntaxin 18","1"
"Nsg1","18196","Nsg1","neuron specific gene family member 1","1"
"Zbtb49","75079","Zbtb49","zinc finger and BTB domain containing 49","1"
"Rab28","100972","Rab28","RAB28, member RAS oncogene family","1"
"Rnf32","56874","Rnf32","ring finger protein 32","1"
"Dnajb6","23950","Dnajb6","DnaJ (Hsp40) homolog, subfamily B, member 6","1"
"Plb1","665270","Plb1","phospholipase B1","1"
"Fosl2","14284","Fosl2","fos-like antigen 2","1"
"Rbks","71336","Rbks","ribokinase","1"
"4930548H24Rik","67656","4930548H24Rik","RIKEN cDNA 4930548H24 gene","1"
"Slc4a1ap","20534","Slc4a1ap","solute carrier family 4 (anion exchanger), member 1, adaptor protein","1"
"Eif2b4","13667","Eif2b4","eukaryotic translation initiation factor 2B, subunit 4 delta","1"
"Snx17","266781","Snx17","sorting nexin 17","1"
"Ppm1g","14208","Ppm1g","protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform","1"
"Nrbp1","192292","Nrbp1","nuclear receptor binding protein 1","1"
"Krtcap3","69815","Krtcap3","keratinocyte associated protein 3","1"
"Slc30a3","22784","Slc30a3","solute carrier family 30 (zinc transporter), member 3","1"
"Ociad1","68095","Ociad1","OCIA domain containing 1","1"
"Ociad2","433904","Ociad2","OCIA domain containing 2","1"
"Cwh43","231293","Cwh43","cell wall biogenesis 43 C-terminal homolog (S. cerevisiae)","1"
"Spata18","73472","Spata18","spermatogenesis associated 18","1"
"Sgcb","24051","Sgcb","sarcoglycan, beta (dystrophin-associated glycoprotein)","1"
"Yipf7","75581","Yipf7","Yip1 domain family, member 7","1"
"Cgref1","68567","Cgref1","cell growth regulator with EF hand domain 1","1"
"Khk","16548","Khk","ketohexokinase","1"
"Emilin1","100952","Emilin1","elastin microfibril interfacer 1","1"
"Agbl5","231093","Agbl5","ATP/GTP binding protein-like 5","1"
"Mapre3","100732","Mapre3","microtubule-associated protein, RP/EB family, member 3","1"
"Ppargc1a","19017","Ppargc1a","peroxisome proliferative activated receptor, gamma, coactivator 1 alpha","1"
"Dpysl5","65254","Dpysl5","dihydropyrimidinase-like 5","1"
"Dhx15","13204","Dhx15","DEAH (Asp-Glu-Ala-His) box polypeptide 15","1"
"Pgm1","66681","Pgm1","phosphoglucomutase 1","1"
"Sepsecs","211006","Sepsecs","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase","1"
"Tbc1d1","57915","Tbc1d1","TBC1 domain family, member 1","1"
"Slc35f6","NA","NA","NA","0"
"Anapc4","52206","Anapc4","anaphase promoting complex subunit 4","1"
"Cenpa","12615","Cenpa","centromere protein A","1"
"Klf3","16599","Klf3","Kruppel-like factor 3 (basic)","1"
"Zcchc4","78796","Zcchc4","zinc finger, CCHC domain containing 4","1"
"1700001C02Rik","75434","1700001C02Rik","RIKEN cDNA 1700001C02 gene","1"
"Olfr109","258832","Olfr109","olfactory receptor 109","1"
"Fam114a1","68303","Fam114a1","family with sequence similarity 114, member A1","1"
"Pi4k2b","67073","Pi4k2b","phosphatidylinositol 4-kinase type 2 beta","1"
"Slc34a2","20531","Slc34a2","solute carrier family 34 (sodium phosphate), member 2","1"
"Sel1l3","231238","Sel1l3","sel-1 suppressor of lin-12-like 3 (C. elegans)","1"
"D5Ertd579e","320661","D5Ertd579e","DNA segment, Chr 5, ERATO Doi 579, expressed","1"
"Rfc1","19687","Rfc1","replication factor C (activator 1) 1","1"
"Tbc1d14","100855","Tbc1d14","TBC1 domain family, member 14","1"
"Cckar","12425","Cckar","cholecystokinin A receptor","1"
"Klb","83379","Klb","klotho beta","1"
"Tada2b","231151","Tada2b","transcriptional adaptor 2B","1"
"Grpel1","17713","Grpel1","GrpE-like 1, mitochondrial","1"
"Lias","79464","Lias","lipoic acid synthetase","1"
"Ugdh","22235","Ugdh","UDP-glucose dehydrogenase","1"
"Pds5a","71521","Pds5a","PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)","1"
"Ube2k","53323","Ube2k","ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)","1"
"Rhoh","74734","Rhoh","ras homolog gene family, member H","1"
"Chrna9","231252","Chrna9","cholinergic receptor, nicotinic, alpha polypeptide 9","1"
"Nsun7","70918","Nsun7","NOL1/NOP2/Sun domain family, member 7","1"
"Apbb2","11787","Apbb2","amyloid beta (A4) precursor protein-binding, family B, member 2","1"
"Guf1","231279","Guf1","GUF1 GTPase homolog (S. cerevisiae)","1"
"Gnpda2","67980","Gnpda2","glucosamine-6-phosphate deaminase 2","1"
"Gabra4","14397","Gabra4","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4","1"
"Gabrb1","14400","Gabrb1","gamma-aminobutyric acid (GABA) A receptor, subunit beta 1","1"
"Commd8","27784","Commd8","COMM domain containing 8","1"
"Tec","21682","Tec","tec protein tyrosine kinase","1"
"Slc10a4","231290","Slc10a4","solute carrier family 10 (sodium/bile acid cotransporter family), member 4","1"
"Slc30a9","109108","Slc30a9","solute carrier family 30 (zinc transporter), member 9","1"
"Uchl1","22223","Uchl1","ubiquitin carboxy-terminal hydrolase L1","1"
"Fip1l1","66899","Fip1l1","FIP1 like 1 (S. cerevisiae)","1"
"Lnx1","16924","Lnx1","ligand of numb-protein X 1","1"
"Chic2","74277","Chic2","cysteine-rich hydrophobic domain 2","1"
"Pdgfra","18595","Pdgfra","platelet derived growth factor receptor, alpha polypeptide","1"
"Srd5a3","57357","Srd5a3","steroid 5 alpha-reductase 3","1"
"Tmem165","21982","Tmem165","transmembrane protein 165","1"
"Pdcl2","79455","Pdcl2","phosducin-like 2","1"
"Nmu","56183","Nmu","neuromedin U","1"
"Clock","12753","Clock","circadian locomotor output cycles kaput","1"
"Epha5","13839","Epha5","Eph receptor A5","1"
"Ppat","231327","Ppat","phosphoribosyl pyrophosphate amidotransferase","1"
"Paics","67054","Paics","phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase","1"
"1700023E05Rik","71868","1700023E05Rik","RIKEN cDNA 1700023E05 gene","1"
"Rest","19712","Rest","RE1-silencing transcription factor","1"
"Polr2b","231329","Polr2b","polymerase (RNA) II (DNA directed) polypeptide B","1"
"Cenpc1","12617","Cenpc1","centromere protein C1","1"
"Stap1","56792","Stap1","signal transducing adaptor family member 1","1"
"Gnrhr","14715","Gnrhr","gonadotropin releasing hormone receptor","1"
"Ugt2b34","100727","Ugt2b34","UDP glucuronosyltransferase 2 family, polypeptide B34","1"
"Pigg","433931","Pigg","phosphatidylinositol glycan anchor biosynthesis, class G","1"
"Dr1","13486","Dr1","down-regulator of transcription 1","1"
"Mtf2","17765","Mtf2","metal response element binding transcription factor 2","1"
"Ugt2a1","94215","Ugt2a1","UDP glucuronosyltransferase 2 family, polypeptide A1","1"
"Sult1b1","56362","Sult1b1","sulfotransferase family 1B, member 1","1"
"Fam69a","67266","Fam69a","family with sequence similarity 69, member A","1"
"Sult1e1","20860","Sult1e1","sulfotransferase family 1E, member 1","1"
"Sult1d1","53315","Sult1d1","sulfotransferase family 1D, member 1","1"
"Gfi1","14581","Gfi1","growth factor independent 1","1"
"Glmn","170823","Glmn","glomulin, FKBP associated protein","1"
"Brdt","114642","Brdt","bromodomain, testis-specific","1"
"Smr3a","20599","Smr3a","submaxillary gland androgen regulated protein 3A","1"
"Smr2","20600","Smr2","submaxillary gland androgen regulated protein 2","1"
"Amtn","71421","Amtn","amelotin","1"
"Cdc7","12545","Cdc7","cell division cycle 7 (S. cerevisiae)","1"
"Enam","13801","Enam","enamelin","1"
"Tgfbr3","21814","Tgfbr3","transforming growth factor, beta receptor III","1"
"Ambn","11698","Ambn","ameloblastin","1"
"Zfp326","54367","Zfp326","zinc finger protein 326","1"
"Rufy3","52822","Rufy3","RUN and FYVE domain containing 3","1"
"Gbp9","236573","Gbp9","guanylate-binding protein 9","1"
"Abcg3","27405","Abcg3","ATP-binding cassette, sub-family G (WHITE), member 3","1"
"Spp1","20750","Spp1","secreted phosphoprotein 1","1"
"Ibsp","15891","Ibsp","integrin binding sialoprotein","1"
"Dmp1","13406","Dmp1","dentin matrix protein 1","1"
"Sparcl1","13602","Sparcl1","SPARC-like 1","1"
"Nudt9","74167","Nudt9","nudix (nucleoside diphosphate linked moiety X)-type motif 9","1"
"Hsd17b11","114664","Hsd17b11","hydroxysteroid (17-beta) dehydrogenase 11","1"
"Klhl8","246293","Klhl8","kelch-like 8 (Drosophila)","1"
"Aff1","17355","Aff1","AF4/FMR2 family, member 1","1"
"Agpat9","231510","Agpat9","1-acylglycerol-3-phosphate O-acyltransferase 9","1"
"Coq2","71883","Coq2","coenzyme Q2 homolog, prenyltransferase (yeast)","1"
"1700016H13Rik","74218","1700016H13Rik","RIKEN cDNA 1700016H13 gene","1"
"Slc10a6","75750","Slc10a6","solute carrier family 10 (sodium/bile acid cotransporter family), member 6","1"
"Plac8","231507","Plac8","placenta-specific 8","1"
"Enoph1","67870","Enoph1","enolase-phosphatase 1","1"
"Hnrnpdl","NA","NA","NA","0"
"Cds1","74596","Cds1","CDP-diacylglycerol synthase 1","1"
"Rasgef1b","320292","Rasgef1b","RasGEF domain family, member 1B","1"
"Prkg2","19092","Prkg2","protein kinase, cGMP-dependent, type II","1"
"Bmp3","110075","Bmp3","bone morphogenetic protein 3","1"
"Fgf5","14176","Fgf5","fibroblast growth factor 5","1"
"Antxr2","71914","Antxr2","anthrax toxin receptor 2","1"
"Crybb1","12960","Crybb1","crystallin, beta B1","1"
"Tpst2","22022","Tpst2","protein-tyrosine sulfotransferase 2","1"
"Tfip11","54723","Tfip11","tuftelin interacting protein 11","1"
"Srrd","70118","Srrd","SRR1 domain containing","1"
"Asphd2","72898","Asphd2","aspartate beta-hydroxylase domain containing 2","1"
"Crybb3","12962","Crybb3","crystallin, beta B3","1"
"Tesc","57816","Tesc","tescalcin","1"
"Gm9754","100379143","Gm9754","predicted gene 9754","1"
"Nos1","18125","Nos1","nitric oxide synthase 1, neuronal","1"
"Rfc5","72151","Rfc5","replication factor C (activator 1) 5","1"
"Wsb2","59043","Wsb2","WD repeat and SOCS box-containing 2","1"
"Dck","13178","Dck","deoxycytidine kinase","1"
"Alb","11657","Alb","albumin","1"
"Afm","280662","Afm","afamin","1"
"Rassf6","73246","Rassf6","Ras association (RalGDS/AF-6) domain family member 6","1"
"Cxcl5","20311","Cxcl5","chemokine (C-X-C motif) ligand 5","1"
"Ppbp","57349","Ppbp","pro-platelet basic protein","1"
"Pf4","56744","Pf4","platelet factor 4","1"
"Cxcl15","20309","Cxcl15","chemokine (C-X-C motif) ligand 15","1"
"Mthfd2l","665563","Mthfd2l","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like","1"
"Ereg","13874","Ereg","epiregulin","1"
"Areg","11839","Areg","amphiregulin","1"
"Cxcl3","330122","Cxcl3","chemokine (C-X-C motif) ligand 3","1"
"Cxcl1","14825","Cxcl1","chemokine (C-X-C motif) ligand 1","1"
"Shroom3","27428","Shroom3","shroom family member 3","1"
"2010109A12Rik","75610","2010109A12Rik","RIKEN cDNA 2010109A12 gene","1"
"Ccng2","12452","Ccng2","cyclin G2","1"
"Gtf2h3","209357","Gtf2h3","general transcription factor IIH, polypeptide 3","1"
"Eif2b1","209354","Eif2b1","eukaryotic translation initiation factor 2B, subunit 1 (alpha)","1"
"Ddx55","67848","Ddx55","DEAD (Asp-Glu-Ala-Asp) box polypeptide 55","1"
"Tmed2","56334","Tmed2","transmembrane emp24 domain trafficking protein 2","1"
"Rilpl1","75695","Rilpl1","Rab interacting lysosomal protein-like 1","1"
"Cdk2ap1","13445","Cdk2ap1","CDK2 (cyclin-dependent kinase 2)-associated protein 1","1"
"Rchy1","68098","Rchy1","ring finger and CHY zinc finger domain containing 1","1"
"Rilpl2","80291","Rilpl2","Rab interacting lysosomal protein-like 2","1"
"Snrnp35","76167","Snrnp35","small nuclear ribonucleoprotein 35 (U11/U12)","1"
"Cdkl2","53886","Cdkl2","cyclin-dependent kinase-like 2 (CDC2-related kinase)","1"
"Arl6ip4","65105","Arl6ip4","ADP-ribosylation factor-like 6 interacting protein 4","1"
"G3bp2","23881","G3bp2","GTPase activating protein (SH3 domain) binding protein 2","1"
"Pitpnm2","19679","Pitpnm2","phosphatidylinositol transfer protein, membrane-associated 2","1"
"Uso1","56041","Uso1","USO1 homolog, vesicle docking protein (yeast)","1"
"Abcb9","56325","Abcb9","ATP-binding cassette, sub-family B (MDR/TAP), member 9","1"
"U90926","57425","U90926","cDNA sequence U90926","1"
"Ppef2","19023","Ppef2","protein phosphatase, EF hand calcium-binding domain 2","1"
"Naaa","67111","Naaa","N-acylethanolamine acid amidase","1"
"Kntc1","208628","Kntc1","kinetochore associated 1","1"
"Sdad1","231452","Sdad1","SDA1 domain containing 1","1"
"Slc15a4","100561","Slc15a4","solute carrier family 15, member 4","1"
"Cxcl9","17329","Cxcl9","chemokine (C-X-C motif) ligand 9","1"
"Gm996","381353","Gm996","predicted gene 996","1"
"Rimbp2","231760","Rimbp2","RIMS binding protein 2","1"
"Rsrc2","208606","Rsrc2","arginine/serine-rich coiled-coil 2","1"
"Piwil1","57749","Piwil1","piwi-like homolog 1 (Drosophila)","1"
"Scarb2","12492","Scarb2","scavenger receptor class B, member 2","1"
"Zcchc8","70650","Zcchc8","zinc finger, CCHC domain containing 8","1"
"Stx2","13852","Stx2","syntaxin 2","1"
"Ran","19384","Ran","RAN, member RAS oncogene family","1"
"B3gnt4","231727","B3gnt4","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4","1"
"Gbas","14467","Gbas","glioblastoma amplified sequence","1"
"Diablo","66593","Diablo","diablo homolog (Drosophila)","1"
"Vps33a","77573","Vps33a","vacuolar protein sorting 33A (yeast)","1"
"Mmp17","23948","Mmp17","matrix metallopeptidase 17","1"
"Il31","76399","Il31","interleukin 31","1"
"Bcl7a","77045","Bcl7a","B cell CLL/lymphoma 7A","1"
"Sfswap","231769","Sfswap","splicing factor, suppressor of white-apricot homolog (Drosophila)","1"
"Psmd9","67151","Psmd9","proteasome (prosome, macropain) 26S subunit, non-ATPase, 9","1"
"Wdr66","269701","Wdr66","WD repeat domain 66","1"
"Hpd","15445","Hpd","4-hydroxyphenylpyruvic acid dioxygenase","1"
"Psph","100678","Psph","phosphoserine phosphatase","1"
"Cct6a","12466","Cct6a","chaperonin containing Tcp1, subunit 6a (zeta)","1"
"Rhof","23912","Rhof","ras homolog gene family, member f","1"
"Gm13103","194225","Gm13103","predicted gene 13103","1"
"Tmem116","77462","Tmem116","transmembrane protein 116","1"
"Mapkapk5","17165","Mapkapk5","MAP kinase-activated protein kinase 5","1"
"Aldh2","11669","Aldh2","aldehyde dehydrogenase 2, mitochondrial","1"
"Acad10","71985","Acad10","acyl-Coenzyme A dehydrogenase family, member 10","1"
"Brap","72399","Brap","BRCA1 associated protein","1"
"Fam168a","319604","Fam168a","family with sequence similarity 168, member A","1"
"Vps29","56433","Vps29","vacuolar protein sorting 29 (S. pombe)","1"
"Fam216a","NA","NA","NA","0"
"Gpn3","68080","Gpn3","GPN-loop GTPase 3","1"
"Arpc3","56378","Arpc3","actin related protein 2/3 complex, subunit 3","1"
"Anapc7","56317","Anapc7","anaphase promoting complex subunit 7","1"
"Atp2a2","11938","Atp2a2","ATPase, Ca++ transporting, cardiac muscle, slow twitch 2","1"
"P2rx7","18439","P2rx7","purinergic receptor P2X, ligand-gated ion channel, 7","1"
"Ift81","12589","Ift81","intraflagellar transport 81 homolog (Chlamydomonas)","1"
"P2rx4","18438","P2rx4","purinergic receptor P2X, ligand-gated ion channel 4","1"
"Camkk2","207565","Camkk2","calcium/calmodulin-dependent protein kinase kinase 2, beta","1"
